@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data

?,71.9,25.3,?,?,?,24.6,?,?,1.4,?,0.1,?,?,0.5,0.8,?,?,5.6,?,?,?,?,8.0,?,?,?,?,7.6,?,1.4,8.7,?,?,?,?,?,?,?,44.8,?,10.4,3.0,0.7,?,3.4,9.9,13.7,27.2,21.4,?,3.6,81.0,?,?,?,74.4,12.5,?,?,0.1,?,22.9,0.4,2.0,11.4,?,?,?,0.4,0.6,25.9,?,?,93.1,5.8,0.4,0.2,?,0.4,?,?,26.0,?,?,?,0.5,0.0,?,?,?,?,?,?,?,19.2,?,?,71.7,?,0.1,0.1,2.6,22.2,?,0.7,?,0.3,85.7,47.6,38.1,13.9,3.5,10.5,?,58.3,?,?,1.1,?,?,59.2,2.6,31.0,?,1.2,?,?,54.3,32.0,?,?,?,?,?,71.9,?,2.8,97.8,?,?,?,2.2,1.4
?,77.7,?,1.4,?,76.5,20.5,?,1.7,?,0.5,?,?,?,?,1.2,0.4,6.2,10.1,64.6,?,?,0.4,5.4,?,10.0,59.0,0.3,?,2.3,?,3.7,?,?,85.4,?,?,?,?,?,?,?,?,?,1.1,?,?,13.9,?,21.8,20.4,?,?,?,1.5,10.0,?,?,2.0,?,0.1,84.6,10.9,?,0.1,?,?,?,?,?,?,?,?,11.6,96.7,?,?,?,0.1,0.2,72.7,?,?,?,?,0.1,?,?,?,27.3,?,17.1,81.1,12.0,?,?,?,?,?,?,0.1,?,8.0,49.5,0.0,1.3,?,0.5,93.8,?,28.7,5.7,1.7,?,0.5,?,?,?,3.1,7.9,?,?,?,?,25.4,?,5.1,?,78.3,?,5.7,?,2.8,2.8,?,77.7,?,?,?,?,20.5,?,?,?
0,?,?,2.9,97.6,73.6,21.0,?,2.4,1.7,?,?,22.7,0.1,?,1.1,0.8,44.8,?,23.5,2.6,?,?,?,?,11.5,?,?,?,?,1.8,8.5,?,0.2,79.5,?,?,?,4.1,?,41.6,8.6,2.7,0.6,?,?,11.4,16.2,?,20.3,16.0,?,90.7,?,?,11.6,?,12.5,?,?,?,?,46.1,?,0.7,?,?,?,0.1,0.0,0.4,16.0,60.4,?,91.9,?,0.2,?,0.1,?,?,?,?,0.6,?,?,?,?,0.2,78.0,2.8,75.2,44.6,27.9,27.5,?,?,?,85.7,?,0.1,?,?,?,?,?,?,0.3,68.1,41.8,26.2,?,8.7,?,?,66.6,6.3,50.4,?,3.3,?,51.4,1.6,?,?,0.6,?,?,70.4,?,6.2,5.0,1.2,4.2,100.0,?,?,2.9,?,73.6,21.0,2.9,?,?
?,?,?,2.5,?,73.6,20.6,2.4,?,?,?,?,?,?,0.9,?,0.7,38.2,6.2,30.6,?,?,0.1,?,?,?,22.9,?,?,?,?,6.7,?,0.2,79.4,7.7,?,?,?,?,39.9,11.3,3.7,0.9,?,3.8,?,16.2,30.3,?,15.9,2.1,81.1,18.0,?,11.4,74.8,12.0,?,0.2,?,?,38.2,?,?,7.6,?,0.1,?,?,1.7,?,55.0,?,?,5.7,0.2,?,0.1,?,?,7.1,16.2,1.2,?,?,?,?,0.3,?,?,?,55.5,23.2,?,19.7,?,?,71.9,1.0,?,?,?,?,0.0,?,?,0.3,74.2,49.7,?,?,?,18.5,?,?,?,?,?,4.1,2.5,55.6,2.4,?,15.0,1.0,1.5,?,?,17.1,5.2,?,1.0,4.2,?,?,?,?,96.6,?,20.6,?,3.4,2.4
?,77.9,20.9,1.3,94.1,73.4,?,1.2,5.9,4.5,1.3,?,9.4,0.3,1.9,3.4,0.4,20.7,12.2,49.2,2.4,0.7,?,?,0.3,?,?,0.2,?,?,?,1.9,?,0.2,?,5.4,?,2.1,?,?,?,18.5,6.6,?,1.3,?,10.2,?,31.5,?,?,?,?,?,1.1,10.8,?,10.6,?,0.2,?,73.1,17.4,0.1,?,1.8,?,0.0,?,0.0,5.0,43.3,40.6,?,97.4,?,?,0.2,0.1,0.1,76.2,?,?,2.6,?,0.2,6.9,0.1,0.5,?,2.6,21.2,?,?,5.0,?,?,?,35.2,?,0.1,?,?,54.9,0.0,0.9,?,0.4,?,?,?,9.0,2.3,?,0.4,?,?,78.9,?,?,?,?,4.4,?,27.4,2.1,4.4,9.4,82.2,?,2.5,?,?,4.0,?,77.9,?,1.3,?,73.4,?,1.2,?,?
0,73.9,22.4,?,?,?,22.1,3.7,1.2,?,?,?,?,0.1,?,4.3,?,?,4.9,58.1,0.4,?,0.1,17.8,?,1.7,?,?,?,1.0,?,?,0.1,0.8,?,?,?,?,4.6,?,?,10.8,?,?,0.5,?,13.4,?,28.9,?,?,?,92.4,6.7,?,15.1,?,11.0,?,?,0.0,?,?,0.2,?,5.5,?,0.0,?,0.0,?,26.3,?,?,?,?,?,?,?,0.3,19.6,?,?,0.9,?,0.2,?,0.0,0.1,80.4,1.2,79.2,?,30.0,34.4,?,?,?,79.1,?,0.1,0.1,?,17.2,0.0,1.0,?,?,?,?,?,31.0,?,23.6,0.3,?,8.1,?,?,?,?,49.9,?,?,13.2,?,0.7,?,?,7.1,?,?,?,0.6,100.0,?,22.4,?,98.8,73.0,22.1,3.7,1.2,?
1,76.8,20.2,?,98.4,?,19.8,3.0,?,1.3,0.3,0.0,?,0.1,?,?,0.4,?,7.6,?,0.5,?,?,?,?,?,20.3,?,60.0,?,?,?,?,0.6,2.2,70.5,?,?,?,44.1,?,?,5.1,?,?,5.4,?,17.2,30.5,18.7,?,?,79.8,?,0.9,?,74.1,10.3,1.1,?,?,41.5,?,?,0.8,?,?,?,0.1,0.0,3.8,?,52.8,13.8,?,?,?,?,?,?,?,?,?,1.2,?,?,?,0.0,?,62.6,?,?,49.7,24.1,26.2,?,35.8,42.8,?,1.0,?,?,?,31.7,?,?,0.1,0.4,?,?,17.7,?,?,17.9,?,64.5,?,?,1.3,5.2,3.5,?,3.5,22.1,?,?,2.4,?,81.7,?,?,9.6,?,?,100.0,?,?,?,98.4,75.6,19.8,3.0,1.6,1.3
?,?,?,?,?,81.8,14.2,?,2.8,?,?,?,4.6,0.1,2.0,2.5,0.5,?,?,?,0.6,0.7,?,6.0,?,1.3,24.0,?,65.0,?,?,3.4,0.1,?,?,?,?,1.6,2.5,33.1,34.9,19.5,7.3,1.8,?,?,11.7,?,34.2,18.4,?,1.2,?,?,?,12.7,77.6,8.7,1.0,0.1,0.0,54.0,21.8,0.3,?,?,?,0.0,?,?,?,51.3,?,14.8,?,1.8,?,?,0.0,?,81.5,25.6,48.5,1.7,2.8,0.1,2.5,0.0,?,18.5,?,17.7,84.5,?,5.9,44.3,44.6,11.1,?,0.7,?,?,?,67.7,0.1,?,?,?,94.1,?,11.8,5.3,?,?,0.5,63.3,11.7,80.6,3.7,?,4.2,67.4,?,?,?,?,6.9,?,?,?,?,?,0.6,0.8,100.0,84.1,14.7,?,?,?,14.2,1.2,2.8,?
?,56.8,38.5,4.7,?,?,?,4.5,?,1.6,1.6,0.1,?,0.5,?,?,0.4,?,?,7.4,0.3,8.2,0.3,29.9,?,20.5,?,?,?,?,?,50.0,0.2,?,?,9.7,8.9,0.5,12.7,33.9,32.5,?,5.3,1.4,1.4,4.0,8.3,11.8,?,20.8,?,7.5,?,6.9,2.7,?,65.2,16.4,4.5,?,?,23.9,?,?,?,9.9,?,0.4,3.0,?,1.0,24.2,?,29.2,?,?,?,?,0.1,0.8,18.5,1.6,13.1,?,1.2,?,0.1,?,?,?,6.1,?,?,?,?,4.9,29.1,?,?,7.8,2.0,0.0,0.4,10.6,0.1,1.8,?,0.4,96.5,?,?,?,0.4,2.7,0.4,71.9,15.4,?,0.6,4.2,4.5,54.6,3.3,?,?,?,?,?,53.2,?,?,3.2,3.7,?,100.0,?,?,?,?,55.3,?,4.5,?,?
?,?,?,3.9,96.8,59.3,33.6,3.8,?,1.7,1.5,0.1,10.6,?,19.2,40.4,0.4,?,8.1,17.3,0.3,?,0.3,27.9,?,?,20.1,?,19.5,?,0.3,39.7,0.2,?,?,14.7,?,0.5,?,31.7,31.7,14.8,6.9,2.1,2.0,?,8.5,12.7,23.8,20.7,?,?,?,?,?,12.8,?,?,4.0,?,?,?,?,?,12.9,7.9,19.4,0.4,?,0.4,?,35.3,40.7,?,83.9,?,0.2,0.2,?,?,?,9.8,?,?,?,?,0.3,0.0,0.2,?,?,59.4,?,15.7,?,13.5,33.2,53.4,63.4,?,?,?,1.8,?,0.1,?,0.2,0.4,?,?,?,?,?,2.1,0.4,70.7,15.8,?,1.8,5.8,?,?,5.2,53.9,23.7,?,3.3,14.7,58.1,35.6,5.7,?,2.9,?,100.0,61.0,?,?,96.8,?,?,3.8,3.2,?
2,72.5,?,?,97.0,?,24.6,1.9,3.0,1.9,1.0,0.0,?,?,16.0,23.9,0.6,2.7,?,44.8,0.4,2.1,0.4,22.3,?,9.5,14.1,?,35.0,?,0.3,?,?,?,25.5,?,33.1,?,?,?,?,?,?,4.0,?,?,9.2,?,?,?,?,?,?,?,?,12.8,71.6,12.1,2.9,0.6,?,?,6.9,2.6,?,2.1,?,0.4,1.0,?,?,?,24.3,?,?,4.0,0.1,?,0.1,?,?,?,?,?,0.8,0.3,?,0.1,?,?,12.5,?,88.7,6.6,4.6,37.4,?,?,?,?,0.2,?,5.6,?,?,?,0.2,?,?,94.5,4.7,0.4,0.2,?,?,67.1,?,?,?,10.2,?,61.3,10.6,46.9,?,?,?,8.5,?,?,2.3,?,0.8,?,?,?,25.5,1.9,97.0,?,24.6,1.9,3.0,1.9
?,51.9,?,?,97.9,?,?,?,2.1,1.0,?,?,?,?,1.6,?,?,?,30.6,7.6,?,13.5,0.3,10.8,1.6,27.0,41.3,?,?,1.1,?,32.9,0.4,0.1,?,?,5.8,0.4,?,38.1,29.4,?,4.0,1.0,1.0,4.4,7.6,10.7,?,20.5,?,?,86.5,?,?,14.0,?,16.1,?,1.3,?,?,?,?,4.9,?,22.8,?,3.2,0.2,0.9,?,51.8,?,?,16.8,0.2,?,?,0.7,7.2,?,4.3,0.9,?,0.1,0.1,?,0.2,?,?,85.9,?,?,27.9,?,17.1,?,?,?,?,0.0,0.2,?,?,0.3,0.0,?,?,85.2,12.1,?,0.6,2.0,?,?,?,?,?,?,3.8,56.3,3.3,?,?,?,?,20.6,?,?,13.6,?,?,?,100.0,?,42.9,?,?,50.9,41.9,5.1,2.1,1.0
1,55.7,?,?,?,54.3,38.2,4.6,?,?,1.4,0.1,?,0.6,?,?,?,?,29.9,?,0.7,11.1,0.3,?,?,?,39.8,?,5.1,?,0.2,?,0.3,?,?,8.4,?,?,?,36.8,?,10.6,?,1.5,1.5,?,7.8,?,19.8,20.6,?,9.6,?,?,?,13.7,?,15.2,?,?,0.4,?,?,0.6,3.6,7.4,20.7,?,2.8,?,?,28.8,?,?,84.8,?,0.2,0.3,?,?,18.8,?,?,0.9,0.9,?,0.1,?,?,81.2,?,?,55.4,21.4,?,?,?,?,82.1,2.1,0.1,0.0,1.0,13.9,0.0,0.4,?,0.2,?,86.8,10.9,?,?,?,?,63.3,?,45.4,?,6.3,?,?,4.1,43.3,?,2.7,?,18.6,?,?,11.4,?,?,?,100.0,?,?,?,?,54.3,?,?,?,1.4
2,?,32.9,3.7,?,?,?,3.5,4.5,?,2.2,?,?,0.7,?,1.1,?,?,?,36.8,0.9,?,?,9.7,1.6,?,?,?,10.8,6.2,?,?,0.2,0.2,53.5,10.4,24.6,0.4,10.2,34.2,29.5,13.6,7.3,?,2.6,3.5,8.3,?,22.1,?,?,?,69.1,27.0,?,13.1,?,?,4.0,?,0.3,60.1,?,?,?,?,?,0.4,1.8,0.1,?,?,36.8,?,?,8.4,0.2,0.3,?,0.6,42.5,?,?,?,?,?,?,?,0.5,?,16.5,41.0,?,?,?,?,45.6,?,60.4,?,?,?,?,34.0,?,?,?,?,?,?,?,?,0.4,?,0.4,?,?,62.8,2.5,?,4.6,?,?,?,25.0,4.2,?,14.6,62.0,30.0,7.0,?,?,1.1,?,?,?,3.7,95.5,61.4,30.6,3.5,?,?
?,51.5,41.7,6.8,?,50.7,?,?,1.7,0.8,0.8,0.1,?,?,0.6,1.1,?,?,?,?,?,?,0.3,13.5,?,32.5,?,?,2.8,?,0.4,?,?,?,?,2.9,6.8,0.3,9.0,?,?,11.3,?,?,?,3.4,6.9,?,17.7,21.2,31.0,10.4,?,7.9,?,10.8,?,17.0,?,?,?,?,?,0.9,15.5,?,14.0,?,1.5,?,?,14.8,?,?,?,21.8,0.3,0.2,0.1,?,5.0,0.5,2.9,?,?,?,0.0,0.0,0.1,95.0,8.1,86.8,41.0,?,?,?,17.8,?,92.2,2.7,0.2,?,?,?,?,?,?,0.1,?,?,?,7.7,3.5,4.2,?,?,13.4,31.1,0.4,?,4.3,60.7,?,?,12.5,2.2,?,19.5,33.1,50.9,14.8,?,5.1,1.2,100.0,?,?,6.8,98.3,50.7,40.9,6.7,1.7,?
1,?,?,5.9,?,55.0,?,?,?,0.8,?,?,44.9,0.8,?,?,0.2,5.6,27.7,18.0,0.8,8.5,0.3,13.1,?,?,?,1.7,?,2.6,?,26.0,0.4,0.2,56.5,?,13.1,0.5,7.5,?,33.1,13.1,6.5,?,?,3.2,?,9.9,?,21.4,?,?,83.5,13.6,?,?,?,16.0,5.3,?,0.4,?,?,0.8,?,?,12.5,?,1.6,?,?,?,39.8,?,80.6,18.2,0.2,?,?,0.6,?,?,5.6,1.1,?,?,0.1,?,0.2,?,?,73.4,49.9,?,26.6,?,?,?,80.1,?,0.2,?,1.7,14.5,0.1,?,?,?,?,72.1,?,6.5,3.1,?,?,64.5,?,?,1.2,7.8,5.3,?,3.8,40.0,?,2.9,?,17.3,?,?,?,?,4.2,?,?,55.8,?,?,98.4,?,37.6,?,?,0.8
2,?,27.7,2.9,98.4,68.6,?,2.9,1.6,?,?,0.0,14.9,?,1.4,1.7,?,6.2,23.6,50.5,0.5,?,0.3,12.0,1.0,?,31.4,2.0,23.5,?,0.3,5.4,?,?,?,?,?,?,?,?,31.3,?,?,?,?,?,?,?,22.3,21.9,27.1,?,64.7,?,?,?,?,?,?,?,0.2,72.9,7.2,?,?,4.5,7.7,0.2,?,0.5,2.2,?,?,?,?,?,?,0.1,0.1,?,59.5,?,14.2,?,0.5,0.2,?,0.1,?,?,9.7,?,?,?,9.7,?,21.1,?,?,2.2,?,?,?,47.4,0.1,?,?,0.3,96.7,?,12.3,?,?,1.3,0.3,?,14.8,?,?,11.2,?,62.9,6.5,?,29.9,5.1,7.7,?,?,21.8,4.8,?,1.5,0.7,?,?,?,2.9,98.4,?,27.0,?,?,0.8
0,38.3,56.7,5.0,?,?,?,?,?,0.7,?,0.0,4.9,?,4.3,?,0.7,14.8,59.0,11.3,1.0,4.2,?,16.9,?,28.6,42.4,1.0,?,0.8,?,59.4,?,?,33.6,?,2.7,0.4,?,41.0,34.4,?,?,?,?,?,7.0,8.6,16.3,?,?,?,95.0,?,1.3,9.7,?,18.0,4.1,0.8,?,20.5,28.6,1.3,12.1,?,?,0.4,?,0.3,?,20.1,42.5,?,84.8,13.8,0.2,?,?,?,8.8,1.2,?,?,0.9,0.2,?,?,?,91.2,3.0,?,35.1,?,?,?,?,?,?,16.5,0.8,?,0.3,2.7,?,0.2,?,0.2,76.4,?,?,23.5,11.8,?,?,47.4,?,29.3,?,?,9.3,41.4,?,?,?,?,?,?,72.3,?,?,?,0.9,?,100.0,?,56.7,?,98.3,37.6,55.7,4.9,1.7,?
1,45.3,50.2,?,98.3,44.5,?,4.5,?,0.7,0.9,0.0,4.4,0.5,?,3.5,0.7,?,53.1,?,?,?,0.3,16.4,?,27.0,44.2,?,4.5,1.3,0.6,49.1,?,?,41.2,3.7,?,?,?,37.2,33.9,13.5,8.2,2.7,?,2.7,?,?,17.1,?,34.3,8.0,88.8,9.8,1.4,9.3,69.2,?,3.8,0.8,0.2,25.5,?,3.1,?,12.8,?,0.5,?,0.4,?,29.4,38.4,32.2,86.6,?,?,?,?,0.8,?,?,12.7,?,1.3,?,1.4,0.0,0.4,?,3.1,73.7,?,?,?,9.2,34.0,?,?,?,0.7,0.2,1.9,?,0.1,?,0.2,?,79.6,51.1,28.5,20.1,?,?,?,?,?,37.1,?,?,?,?,?,32.8,?,?,2.2,24.7,?,22.7,?,0.9,0.8,1.4,?,?,?,?,98.3,?,49.3,?,1.7,0.7
2,?,?,?,?,?,?,?,?,0.9,?,0.1,2.9,?,?,?,0.7,6.0,34.9,49.4,?,1.1,?,?,0.8,21.9,?,1.3,?,2.5,?,17.0,0.5,?,?,4.6,12.4,?,0.9,25.5,?,17.8,?,5.5,5.7,?,6.5,?,19.9,21.9,32.0,7.7,?,?,1.6,?,?,12.9,?,?,?,41.1,14.6,8.6,?,3.1,?,0.9,0.1,0.5,3.1,?,25.8,15.9,?,6.8,0.2,?,?,0.5,68.1,?,?,?,2.8,0.9,5.2,?,0.9,?,3.4,?,73.3,?,?,?,?,?,47.9,5.1,0.4,?,7.0,?,0.2,0.8,0.5,?,89.8,?,?,9.8,?,?,0.4,51.9,8.1,61.5,?,12.5,?,56.8,8.5,40.6,?,5.0,6.1,?,?,17.9,1.2,?,0.4,?,?,67.0,?,?,?,66.2,?,?,?,0.9
0,?,43.2,7.1,98.2,?,42.3,7.0,1.8,0.8,0.9,0.1,?,?,?,4.1,?,7.2,27.5,9.3,?,19.1,0.7,17.4,?,21.4,?,?,8.9,2.5,?,37.8,0.4,0.4,?,8.7,3.5,0.5,?,?,?,7.4,3.1,?,?,?,?,?,17.8,19.9,31.4,9.9,?,?,2.8,11.7,67.0,?,?,0.9,?,?,?,?,5.9,?,14.8,?,?,?,?,?,?,44.0,?,?,0.4,?,?,?,10.0,1.3,?,?,?,0.2,?,?,0.2,?,?,83.2,44.0,?,?,?,?,79.0,?,?,0.2,?,0.4,6.4,?,0.4,0.1,0.3,?,65.2,20.8,?,?,?,?,48.5,?,?,?,6.9,?,?,2.6,30.9,14.8,?,?,?,37.6,?,24.6,?,13.7,?,100.0,49.8,?,7.1,98.2,?,42.3,7.0,1.8,?
1,?,39.9,?,98.2,?,39.0,?,?,?,?,0.1,38.0,1.0,?,3.6,0.5,?,?,?,?,16.8,?,?,1.1,?,?,?,?,?,?,?,?,?,50.6,?,7.6,?,?,?,?,?,4.5,?,?,?,?,?,18.7,19.9,30.4,9.3,?,13.4,?,?,68.5,14.6,?,0.8,0.3,38.4,22.7,?,4.5,9.5,?,1.9,3.1,?,1.1,24.1,39.5,36.4,87.5,11.1,0.3,?,0.1,0.8,?,?,9.3,1.3,1.7,?,0.7,0.0,0.3,?,?,70.8,52.5,27.2,20.2,?,?,63.7,79.3,?,0.2,0.1,1.3,14.3,0.7,?,0.2,0.4,?,?,?,11.3,5.9,?,0.4,?,12.0,?,1.4,?,5.2,59.0,?,33.7,19.6,?,?,?,?,?,?,?,11.3,?,?,?,39.9,6.2,98.2,?,?,?,1.8,0.8
2,?,?,3.6,98.2,64.6,30.1,3.6,?,0.9,0.8,0.1,13.9,0.9,?,?,0.5,?,?,?,?,10.6,?,?,?,?,16.1,?,?,7.0,?,?,?,0.7,?,?,?,?,4.2,?,35.9,19.4,8.5,?,?,3.1,8.0,12.5,?,20.1,?,?,62.7,?,?,?,72.5,12.2,?,?,0.2,?,12.9,0.5,0.5,?,3.4,0.1,?,?,0.9,47.7,36.8,?,?,7.2,?,?,0.0,0.6,?,23.1,?,?,1.2,?,2.4,?,0.5,?,?,36.3,?,16.5,?,?,49.3,21.1,?,?,0.2,?,3.8,36.4,?,?,0.5,?,?,81.8,?,4.7,2.4,?,0.6,56.2,?,?,?,?,?,65.4,5.5,?,33.1,4.8,6.9,?,69.8,21.3,7.9,?,4.5,?,100.0,65.5,30.9,3.6,?,?,?,?,1.8,?
0,55.4,?,5.2,?,53.9,?,?,3.2,?,?,0.2,42.3,?,?,?,?,?,31.1,?,0.8,7.9,0.3,20.3,0.8,23.8,?,0.3,12.6,2.5,?,31.6,0.2,?,48.2,14.8,?,?,?,40.6,?,6.3,?,0.6,?,?,7.2,?,?,20.6,?,?,86.6,?,2.3,?,?,14.5,?,1.0,?,27.7,41.0,?,2.4,7.5,?,?,?,2.1,0.6,?,50.0,30.8,?,?,0.2,?,0.1,?,?,1.3,?,0.8,3.0,0.1,?,?,?,?,?,?,?,21.6,17.8,?,?,67.3,89.7,1.5,0.2,0.1,0.7,?,?,0.2,?,?,94.3,79.3,?,5.5,2.8,2.7,?,60.7,?,?,0.5,?,3.4,55.0,3.2,?,14.6,?,0.9,?,45.6,33.7,?,13.9,?,?,100.0,55.4,?,5.2,?,?,37.9,5.0,?,1.5
?,?,?,4.9,?,?,?,4.7,2.9,1.5,1.3,0.2,?,?,3.0,?,?,8.6,30.4,?,0.8,?,?,?,0.8,?,29.6,0.3,?,2.6,0.7,?,0.2,?,48.2,?,?,0.5,?,?,?,?,3.2,0.9,?,3.3,?,10.9,?,?,?,9.7,?,?,2.2,12.5,?,?,4.4,?,?,?,?,?,?,?,?,0.1,0.8,1.7,0.7,22.7,?,?,?,?,0.1,0.2,?,0.7,18.5,2.1,12.3,0.8,3.0,0.1,?,?,?,81.5,?,?,?,20.7,15.7,4.9,?,58.7,84.2,?,?,?,?,12.2,0.1,?,0.1,0.2,94.6,?,?,5.2,?,?,0.2,?,10.8,?,0.8,?,3.4,?,?,37.6,?,?,1.6,20.9,?,31.4,?,?,4.9,?,?,58.0,?,4.9,?,?,35.8,4.7,2.9,1.5
?,?,?,?,?,?,26.1,?,1.7,1.0,?,0.1,?,?,3.1,?,?,6.6,?,42.4,?,10.7,0.4,12.2,0.4,12.6,?,0.3,?,?,?,8.6,0.2,0.2,?,20.6,?,0.2,?,34.6,?,?,?,?,2.2,3.3,?,?,21.9,?,?,7.3,?,?,?,12.5,71.8,11.7,?,0.6,0.2,70.2,?,?,0.1,?,?,?,?,0.0,?,?,45.2,16.2,91.0,?,0.1,?,0.1,0.6,48.4,5.8,38.6,?,2.7,?,?,0.0,?,?,22.6,29.0,?,?,?,?,72.7,19.1,?,1.0,0.1,0.0,3.9,?,?,0.7,?,0.5,?,87.5,8.4,?,2.4,?,0.5,?,?,68.3,?,?,?,?,5.8,43.3,30.4,4.2,?,11.1,69.2,21.1,?,?,?,0.7,?,?,?,3.7,?,?,26.1,?,1.7,1.0
?,?,41.8,?,96.4,51.5,?,?,3.6,?,1.9,0.2,?,?,?,?,0.4,10.6,25.4,4.3,?,?,0.3,27.1,?,?,?,?,13.5,?,0.5,?,?,?,48.5,8.4,2.7,0.5,39.1,39.2,16.0,4.0,?,?,?,4.2,?,?,?,21.4,24.7,?,?,?,2.7,?,?,?,4.1,0.8,0.2,?,?,0.5,2.8,?,10.9,?,?,14.0,0.9,21.4,47.4,31.2,92.0,?,0.2,?,0.1,0.3,?,1.9,?,1.1,?,0.2,?,?,0.2,?,?,?,?,16.7,13.7,?,30.1,61.2,89.4,?,0.0,0.0,?,?,0.0,?,?,?,?,?,7.2,?,0.3,1.5,0.2,?,11.7,39.3,0.8,4.2,4.8,?,?,?,?,1.7,0.5,26.4,?,37.2,23.5,?,5.2,0.9,?,?,41.8,5.1,?,51.5,?,4.9,3.6,1.5
?,?,?,?,96.8,54.5,?,4.3,3.2,?,1.6,0.2,40.1,0.4,?,?,?,?,?,14.4,?,?,0.3,?,1.1,?,?,?,?,2.6,?,?,?,0.3,53.3,8.2,?,?,31.7,?,?,6.9,2.4,?,0.8,4.0,?,?,?,?,?,7.2,?,15.2,3.3,14.0,68.0,13.2,?,0.8,0.2,?,29.8,?,2.2,?,?,?,?,9.1,?,29.6,44.9,?,91.9,7.5,?,?,?,?,?,4.9,12.5,1.3,1.5,0.5,0.2,?,0.2,?,9.9,68.9,?,?,?,?,42.6,?,78.4,?,?,0.1,?,14.8,0.1,?,?,0.2,?,?,7.1,1.4,?,?,0.2,?,?,?,1.6,?,?,?,4.3,33.9,?,2.4,?,22.2,?,33.5,21.4,?,?,?,100.0,55.9,39.6,4.5,96.8,54.5,38.0,4.3,3.2,?
2,?,?,3.4,97.7,59.7,34.6,3.3,2.3,?,?,0.1,29.5,?,?,3.3,?,?,21.7,32.3,0.6,7.3,0.3,24.6,0.7,?,20.3,?,?,?,?,12.2,?,0.2,?,7.9,17.5,?,?,36.0,?,12.0,?,?,?,?,?,?,23.8,21.1,21.9,?,?,26.9,4.3,?,70.6,?,?,?,?,65.6,?,?,?,2.3,3.9,0.2,1.0,?,?,?,40.5,?,91.6,7.9,0.2,0.1,?,0.2,?,10.1,?,?,?,1.1,0.4,0.0,0.2,?,17.5,40.2,?,?,?,14.5,?,?,?,2.7,?,0.2,?,?,?,1.5,?,0.3,?,92.2,?,?,?,0.2,0.3,61.1,?,65.0,2.9,8.3,5.4,56.9,?,40.5,?,?,?,?,?,26.9,17.8,14.0,3.8,0.7,100.0,?,35.7,?,?,59.7,?,?,2.3,1.2
0,?,?,?,96.0,?,?,3.8,?,?,2.0,0.1,30.1,0.2,13.6,35.5,0.3,4.3,13.0,?,?,7.9,?,?,?,?,?,?,24.8,1.8,0.2,57.3,?,0.3,?,8.3,2.7,0.2,33.3,?,19.0,6.5,?,0.6,0.4,3.7,?,12.8,23.2,21.6,?,?,?,6.1,?,?,66.6,14.1,?,?,0.4,26.4,41.7,0.3,?,2.9,?,0.0,?,13.9,?,29.4,?,?,90.8,?,0.1,0.2,0.0,?,23.1,1.5,14.2,?,4.8,1.0,0.1,?,?,?,1.5,75.4,?,14.9,?,?,32.8,58.8,81.5,12.0,0.1,0.0,0.3,?,?,0.4,0.1,0.1,97.5,?,?,?,?,?,?,?,14.7,43.9,?,4.4,?,?,?,?,10.9,?,?,?,?,47.1,22.4,?,3.6,0.5,100.0,?,?,?,?,53.8,?,3.8,?,1.8
?,63.4,?,?,?,62.1,?,?,2.6,1.3,?,0.1,16.2,0.3,12.6,24.6,?,4.0,14.4,27.2,0.3,?,0.3,?,?,6.9,?,?,?,8.9,?,?,?,0.5,36.6,?,?,?,18.5,?,?,?,?,2.0,1.6,?,?,?,24.8,21.0,?,?,74.0,23.4,2.6,13.1,?,12.4,3.7,?,?,?,?,?,0.6,1.8,9.1,0.0,0.7,?,?,?,?,14.2,?,6.0,0.1,?,0.0,0.2,?,37.0,?,1.3,2.9,0.5,0.2,0.0,?,43.0,3.5,?,85.0,?,6.2,?,27.5,32.1,?,?,?,?,?,?,0.1,0.5,0.3,0.3,?,96.0,?,1.2,0.1,1.1,?,71.9,20.7,?,4.0,?,6.5,?,8.2,29.9,24.5,?,7.3,13.9,?,32.5,?,10.1,?,0.4,?,?,?,?,97.4,?,32.6,2.7,2.6,?
?,69.1,29.0,2.0,?,68.1,?,?,?,1.0,0.6,0.0,?,?,?,16.6,?,?,?,?,?,?,?,21.3,?,7.5,?,?,43.0,14.1,0.2,8.0,?,0.6,40.7,13.3,36.8,?,7.6,?,?,20.4,?,?,?,?,9.0,?,25.9,20.5,?,?,61.3,?,?,?,72.1,?,?,?,?,84.1,5.9,?,?,1.0,6.2,?,1.2,?,?,?,?,?,?,?,0.1,0.1,0.1,?,?,?,?,?,?,?,0.3,0.0,0.2,18.0,?,13.0,93.7,4.4,1.9,?,?,?,27.1,1.5,?,?,7.7,?,0.1,?,0.4,?,?,?,?,0.3,0.1,0.2,0.5,?,25.2,76.8,?,12.9,?,60.0,?,28.5,?,?,12.2,?,?,?,?,3.7,?,?,?,?,?,2.0,98.4,68.1,?,2.0,?,1.0
